# PyRadio Playlist File Format:
# name,url,encoding,icon,profile,buffering,force-http,volume,referer,player
Synphaera Radio (Space Music),https://somafm.com/synphaera.pls
Радио Маяк (Radio Mayak),http://icecast.vgtrk.cdnvideo.ru/mayakfm_mp3_192kbps
Вера - FM поток,https://radiovera.hostingradio.ru:8007/radiovera_128
Радио России,http://icecast.vgtrk.cdnvideo.ru/rrzonam_mp3_192kbps
Your Classical - Relax,http://relax.stream.publicradio.org/relax.mp3,,http://www.yourclassical.org/apple-touch-icon.png
Radio Caprice - Chamber Classical,http://213.141.131.10:8000/chamber
Radio Caprice - Classical Symphonic Music,http://79.120.77.11:8002/classical
